LIPID_ID,IL_SMILES,IL_head_id,IL_head_SMILES,Tail1_id,Tail1_SMILES,Tail2_id,Tail2_SMILES,ARCHITECTURE,REACTION_TYP
LNPhub_1V00000142,CCCCCCCCCCCNC(=O)C(Nc1cc(Cl)nc(N2CCOCC2)n1)c1ncc(F)cc1F,A360,Nc1cc(Cl)nc(N2CCOCC2)n1,B183,O=Cc1ncc(F)cc1F,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000143,CNC(=O)c1nnn(C)c1C(Nc1nc2c(Br)cccc2cc1C(=O)OC)C(=O)NCCCN(C)C,A639,COC(=O)c1cc2cccc(Br)c2nc1N,B71,CNC(=O)c1nnn(C)c1C=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000144,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NCCc1ccc(C(F)(F)F)c(Cl)c1)[C@@H]1CC[C@@H](C(=O)OC)O1,A486,NCCc1ccc(C(F)(F)F)c(Cl)c1,B141,COC(=O)[C@@H]1CC[C@H](C=O)O1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000145,CCCCCCCCCCNC(=O)C(NCC(C)c1ccc(C(C)CC)cc1)[C@H]1C[C@H]1C(C)C,A503,CCC(C)c1ccc(C(C)CN)cc1,B109,CC(C)[C@@H]1C[C@H]1C=O,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000146,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCc1ccc(C2(C)CC2)cc1)c1cc(C(=O)N(C)C)nn1C,A488,CC1(c2ccc(CN)cc2)CC1,B129,CN(C)C(=O)c1cc(C=O)n(C)n1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000147,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCc1ccc(Cn2ccnc2)cc1)c1ccc(=O)n(C)c1,A621,NCc1ccc(Cn2ccnc2)cc1,B170,Cn1cc(C=O)ccc1=O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000148,CCCCCCCCCCCCCCNC(=O)C(NC[C@]12COC[C@H]1COC2)c1cc(Br)n(C)n1,A658,NC[C@]12COC[C@H]1COC2,B52,Cn1nc(C=O)cc1Br,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000149,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(Nc1scc(-c2ccc(Br)cc2)c1C(=O)OCC)c1cnsn1,A667,CCOC(=O)c1c(-c2ccc(Br)cc2)csc1N,B157,O=Cc1cnsn1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000150,CCCCCCCCCCCCCCNC(=O)C(Nc1cc(F)c(CC(=O)OCC)cc1F)C12CCC(CCO1)C2,A391,CCOC(=O)Cc1cc(F)c(N)cc1F,B104,O=CC12CCC(CCO1)C2,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000151,C=CC(CC)NC(C(=O)NCCCCCCCC/C=C\CCCCCCCC)c1cc2ccsc2s1,A675,C=CC(N)CC,B142,O=Cc1cc2ccsc2s1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000152,CCCCCCCCCCCCCCCCCCNC(=O)C(Nc1cccc2c1CCC(NC(=O)OC(C)(C)C)C2)c1cc(Cl)n(C)n1,A537,CC(C)(C)OC(=O)NC1CCc2c(N)cccc2C1,B185,Cn1nc(C=O)cc1Cl,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000153,CC(C)c1csc(C(Nc2ncnc3c2ncn3CC(=O)OC(C)(C)C)C(=O)NCCCN(C)C)n1,A536,CC(C)(C)OC(=O)Cn1cnc2c(N)ncnc21,B78,CC(C)c1csc(C=O)n1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000154,[C-]#[N+]CCN(C)CCNC(=O)C(NC1(C(C)O)CCN(C(=O)OC(C)(C)C)CC1)C1CCN(C(C)=O)C1,A526,CC(O)C1(N)CCN(C(=O)OC(C)(C)C)CC1,B56,CC(=O)N1CCC(C=O)C1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000155,CCCCCCCCCCCNC(=O)C(NCC(=O)N(C)c1ccccc1)c1cc(I)cc(I)c1,A179,CN(C(=O)CN)c1ccccc1,B86,O=Cc1cc(I)cc(I)c1,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000156,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(C#Cc1ccc(C(F)(F)F)cc1)Nc1ccccc1Cc1ccccc1,A172,Nc1ccccc1Cc1ccccc1,B125,O=CC#Cc1ccc(C(F)(F)F)cc1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000157,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NCC(O)C1CC1)C1CCC2(CC1)CN(C(=O)OC(C)(C)C)C2,A978,NCC(O)C1CC1,B131,CC(C)(C)OC(=O)N1CC2(CCC(C=O)CC2)C1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000158,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCC(NCc1nccn1C)C(=O)NCCCN(C)C,A201,Cn1ccnc1CN,B23,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCC=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000159,CCCCCCCCCCCCNC(=O)C(Nc1ccccc1Cc1ccccc1)c1nc(Cl)cs1,A172,Nc1ccccc1Cc1ccccc1,B189,O=Cc1nc(Cl)cs1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000160,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCC(CC)CCCC)c1ccc2cccc(OC(C)=O)c2n1,A183,CCCCC(CC)CN,B144,CC(=O)Oc1cccc2ccc(C=O)nc12,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000161,CC(C)NCCNC(C#Cc1ccc(C(F)(F)F)cc1)C(=O)NCCCN(C)C,A211,CC(C)NCCN,B125,O=CC#Cc1ccc(C(F)(F)F)cc1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000162,CCCCCCCCCCNC(=O)C(NC[C@@H](c1ccccc1)N(C)C)c1cccc(-c2ccc3c(c2)OCCO3)c1,A385,CN(C)[C@@H](CN)c1ccccc1,B54,O=Cc1cccc(-c2ccc3c(c2)OCCO3)c1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000163,CCCCCCCCCCCCCCNC(=O)C(NCC(F)(F)c1nnc(C)o1)c1cc2cc(Br)cnc2[nH]1,A398,Cc1nnc(C(F)(F)CN)o1,B63,O=Cc1cc2cc(Br)cnc2[nH]1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000164,CCCCCCCCCCCCCCCCNC(=O)C(NC1COC2(C(F)(F)F)CC1C2)c1cccc(C2(C)CC2)c1,A434,NC1COC2(C(F)(F)F)CC1C2,B126,CC1(c2cccc(C=O)c2)CC1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000165,CCCCCCCCCCCCCCCCNC(=O)C(Nc1cccc(OC(C)C)c1)c1cc(OC(=O)CCCCCC)c(OC(=O)CCCCCC)c(OC(=O)CCCCCC)c1,A166,CC(C)Oc1cccc(N)c1,B16,CCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCC)c1OC(=O)CCCCCC,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000166,CCCCCCCCCCCCCCCCNC(=O)C(N[C@@H]1CCOc2c(Cl)cccc21)c1nc(C)n(C)n1,A406,N[C@@H]1CCOc2c(Cl)cccc21,B161,Cc1nc(C=O)nn1C,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000167,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(Nc1ccccc1Oc1ccccc1)c1cccc(C(=O)NC)n1,A175,Nc1ccccc1Oc1ccccc1,B111,CNC(=O)c1cccc(C=O)n1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000168,CCCCCCCCCCCCCCNC(=O)C(NC(C)C1COCCO1)c1c(F)ccc(C(=O)NC)c1F,A1000,CC(N)C1COCCO1,B43,CNC(=O)c1ccc(F)c(C=O)c1F,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000169,CCCCCCCCCCCCCCNC(=O)C(N[C@H](c1ccc(I)cc1)C(F)F)c1cc(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)c1,A657,N[C@H](c1ccc(I)cc1)C(F)F,B4,CCCCC(C)C(=O)Oc1cc(C=O)cc(OC(=O)C(C)CCCC)c1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000170,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NC1CC2(CCSCC2)C1)c1ccnn1COC,A552,NC1CC2(CCSCC2)C1,B177,COCn1nccc1C=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000171,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(Nc1cccc2cccc(N)c12)c1cc(OC(=O)CCCCCC)cc(OC(=O)CCCCCC)c1,A169,Nc1cccc2cccc(N)c12,B17,CCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCC)c1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000172,CCCCCCCCCCCCCCCC(=O)OCCCCCC(Nc1ccccc1NC(=O)c1ccc(NC(C)=O)cc1)C(=O)NCCCCCCCCCCCCCC,A410,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1,B32,CCCCCCCCCCCCCCCC(=O)OCCCCCC=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000173,CCCC=C(CC)C(NCc1cccnc1)C(=O)NCCCCCCCCCCCCCCCC,A314,NCc1cccnc1,B100,CCCC=C(C=O)CC,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000174,CCCCCCCCCCCCNC(=O)C(NC1CCCC(N)C1)c1ccc(C2CCN2C(=O)OC(C)(C)C)cc1,A163,NC1CCCC(N)C1,B40,CC(C)(C)OC(=O)N1CCC1c1ccc(C=O)cc1,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000175,CCCCCCCCCCCNC(=O)C(C#Cc1ccc(C(=O)OC)cc1)N[C@H](Cc1ccc(N=[N+]=[N-])cc1F)C(=O)OC,A700,COC(=O)[C@@H](N)Cc1ccc(N=[N+]=[N-])cc1F,B132,COC(=O)c1ccc(C#CC=O)cc1,C1,[C-]#[N+]CCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000176,CCCCCCCCCCCCCCCCNC(=O)C(N[C@H]1[C@H](C(F)(F)F)C12CCOCC2)c1c(C(=O)NC)nnn1C,A426,N[C@H]1[C@H](C(F)(F)F)C12CCOCC2,B71,CNC(=O)c1nnn(C)c1C=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000177,CCCCCCCCCCCCNC(=O)C(CC[C@@H]1CCCCN1C(=O)OC(C)(C)C)Nc1c(Br)cccc1C(F)(F)F,A504,Nc1c(Br)cccc1C(F)(F)F,B57,CC(C)(C)OC(=O)N1CCCC[C@H]1CCC=O,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000178,CCCCCCCCC=CCCCCCCCCNC(=O)C(CCCCCOC(=O)CCC(C)CCCCC)NCCCN1CCN(C)CC1,A22,CN1CCN(CCCN)CC1,B14,CCCCCC(C)CCC(=O)OCCCCCC=O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000179,CCCCCCCCCCCCNC(=O)C(NCC(C)(C)CO)c1nscc1I,A181,CC(C)(CN)CO,B148,O=Cc1nscc1I,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000180,C#Cc1ccc(C(Nc2cc3c(cn2)COC3)C(=O)NCCCCCCCCCCCCCCCCCC)c(OC)c1,A354,Nc1cc2c(cn1)COC2,B152,C#Cc1ccc(C=O)c(OC)c1,C2,[C-]#[N+]CCCCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000181,CCCCCCCC/C=C\CCCCCCCCNC(=O)C(NC(Cn1ccnn1)C(C)C)c1cccc(C(=O)NC)n1,A446,CC(C)C(N)Cn1ccnn1,B111,CNC(=O)c1cccc(C=O)n1,C8,[C-]#[N+]CCCCCCCC/C=C\CCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000182,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCC1COC(C)(C)O1)c1cn(C)nc1C(=O)OC,A200,CC1(C)OCC(CN)O1,B51,COC(=O)c1nn(C)cc1C=O,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000183,CCCC=C(CC)C(NCc1cncn1-c1ccc(Br)cc1)C(=O)NCCCCCCCCCC,A596,NCc1cncn1-c1ccc(Br)cc1,B100,CCCC=C(C=O)CC,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000184,CCCCCCCCCCCCCCNC(=O)C(NCCCNCCCN(C)C)c1cc(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)c1,A27,CN(C)CCCNCCCN,B12,CCCCCC(C)C(=O)Oc1cc(C=O)cc(OC(=O)C(C)CCCCC)c1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000185,CCCCCCCCCCCCNC(=O)C(NC1CCc2cc(S(N)(=O)=O)ccc21)c1cc(F)cc(F)c1C,A688,NC1CCc2cc(S(N)(=O)=O)ccc21,B89,Cc1c(F)cc(F)cc1C=O,C5,[C-]#[N+]CCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000186,CCCCCCCCCCCCCCCCNC(=O)C(NCc1ccc(F)c([N+](=O)[O-])c1)c1cncn1CCC,A404,NCc1ccc(F)c([N+](=O)[O-])c1,B175,CCCn1cncc1C=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000187,CCCCCCCCCCCCCCNC(=O)C(NCCc1nnc(CCO)[nH]1)c1ccn(C)c(=O)c1,A453,NCCc1nnc(CCO)[nH]1,B172,Cn1ccc(C=O)cc1=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000188,CCCCCCCCCCNC(C(=O)NCCCN(C)C)c1c(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)cc1OC(=O)C(C)CCCC,A283,CCCCCCCCCCN,B3,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(C=O)c(OC(=O)C(C)CCCC)c1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000189,CCCCCCCCCCCCCCNC(=O)C(Nc1cc(F)c(F)c(F)c1)c1cc(OC(=O)C(C)CCCCC)cc(OC(=O)C(C)CCCCC)c1,A123,Nc1cc(F)c(F)c(F)c1,B12,CCCCCC(C)C(=O)Oc1cc(C=O)cc(OC(=O)C(C)CCCCC)c1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000190,CN(C)CCCNC(=O)C(CCCCCCCC(=O)OC(C)(C)C)NC[C@]12C[C@H](N(C(=O)OC(C)(C)C)C1)C(C)(C)O2,A569,CC(C)(C)OC(=O)N1C[C@]2(CN)C[C@H]1C(C)(C)O2,B88,CC(C)(C)OC(=O)CCCCCCCC=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000191,[C-]#[N+]CCN(C)CCNC(=O)C(NCc1scnc1CC)c1c(F)ccc(C(=O)NC)c1F,A428,CCc1ncsc1CN,B43,CNC(=O)c1ccc(F)c(C=O)c1F,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000192,CCCCCCCCCCCCCCCCNC(=O)C(Nc1cnn(COCc2ccccc2)c1)c1ccc(C(=O)N(C)C)cc1F,A369,Nc1cnn(COCc2ccccc2)c1,B58,CN(C)C(=O)c1ccc(C=O)c(F)c1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000193,CCCCCCCCCCCCCCNC(=O)C(CCCCCOC(=O)CCCCCCCC)NCc1c(C2CC2)noc1C,A511,Cc1onc(C2CC2)c1CN,B21,CCCCCCCCC(=O)OCCCCCC=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000194,CCCCCCCCCCCCCCNC(=O)C(Nc1cc(C)nn1C)c1csc(CNC(=O)OC(C)(C)C)n1,A18,Cc1cc(N)n(C)n1,B120,CC(C)(C)OC(=O)NCc1nc(C=O)cs1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000195,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCc1ccc(F)c2ccoc12)c1cc(OC(=O)CCCCCC)cc(OC(=O)CCCCCC)c1,A493,NCc1ccc(F)c2ccoc12,B17,CCCCCCC(=O)Oc1cc(C=O)cc(OC(=O)CCCCCC)c1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000196,CCCCCCCCCCNC(=O)C(C#Cc1cccc(F)c1)NC(CO)CCCCCC,A443,CCCCCCC(N)CO,B130,O=CC#Cc1cccc(F)c1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000197,CN(C)CCCNC(=O)C(NCCNCCCNCCN)C1CCC2(CC1)CN(C(=O)OC(C)(C)C)C2,A233,NCCNCCCNCCN,B131,CC(C)(C)OC(=O)N1CC2(CCC(C=O)CC2)C1,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000198,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(CC1CCCCO1)NCC1CCC(C)(C)O1,A999,CC1(C)CCC(CN)O1,B164,O=CCC1CCCCO1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000199,[C-]#[N+]CCN(C)CCNC(=O)C(C#Cc1ccc(Br)cc1)NC1(C(C)O)CCN(C(=O)OC(C)(C)C)CC1,A526,CC(O)C1(N)CCN(C(=O)OC(C)(C)C)CC1,B116,O=CC#Cc1ccc(Br)cc1,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000200,CCCCCCCCC=CCCCCCCCCNC(=O)C(Nc1cccc(C(F)(F)F)c1)C1(C2CCCO2)CC1,A160,Nc1cccc(C(F)(F)F)c1,B178,O=CC1(C2CCCO2)CC1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000201,CCCCCCCCCCCCCCCCNC(=O)C(Nc1ccc(OC(F)F)cc1)c1cc(C(=O)OC)cc(N2CCCC2)c1,A147,Nc1ccc(OC(F)F)cc1,B61,COC(=O)c1cc(C=O)cc(N2CCCC2)c1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000202,[C-]#[N+]CCN(C)CCNC(=O)C(NCCC(c1ccccc1)c1ccccc1)c1cc(Cl)ccc1C(=O)NC,A205,NCCC(c1ccccc1)c1ccccc1,B95,CNC(=O)c1ccc(Cl)cc1C=O,C10,[C-]#[N+]CCN(C)CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000203,CNC(=O)c1ccc(F)c(C(NCc2cc(C)c(C(=O)OC)c(N)c2)C(=O)NCCCN(C)C)c1F,A678,COC(=O)c1c(C)cc(C#N)cc1N,B43,CNC(=O)c1ccc(F)c(C=O)c1F,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000204,CCCCCCCCCCCCCCCCNC(=O)C(Nc1cccc2cc(C(=O)OC(C)(C)C)oc12)c1cc(Cl)ccc1C(=O)NC,A506,CC(C)(C)OC(=O)c1cc2cccc(N)c2o1,B95,CNC(=O)c1ccc(Cl)cc1C=O,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000205,CCCCCCCCC=CCCCCCCCCNC(=O)C(Nc1ccnc(N2CC(NC(=O)OC(C)(C)C)C2)n1)c1nnc[nH]1,A436,CC(C)(C)OC(=O)NC1CN(c2nccc(N)n2)C1,B153,O=Cc1nnc[nH]1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000206,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCC(NCC(C)(C)c1cn(C)cn1)C(=O)NCCCN(C)C,A475,Cn1cnc(C(C)(C)CN)c1,B23,CCCCCCCCC(CCCCCCCC)OC(=O)CCCCC=O,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000207,CCCCCCCCCCCCCCCCNC(=O)C(NCCc1c[nH]c2ccc(OC)c(OCc3ccccc3)c12)c1cc(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)c1,A638,COc1ccc2[nH]cc(CCN)c2c1OCc1ccccc1,B6,CCCCC(C)CCC(=O)Oc1cc(C=O)cc(OC(=O)CCC(C)CCCC)c1,C3,[C-]#[N+]CCCCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000208,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(NS(=O)(=O)c1ccc(NCC2COC(=O)N2)cc1)c1c(C(=O)NC)nnn1C,A855,NS(=O)(=O)c1ccc(NCC2COC(=O)N2)cc1,B71,CNC(=O)c1nnn(C)c1C=O,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000209,CN(C)CCCNC(=O)C(NCCc1cc(Br)c(Cl)cc1F)C12CCC(CC1)C2,A427,NCCc1cc(Br)c(Cl)cc1F,B159,O=CC12CCC(CC1)C2,C9,[C-]#[N+]CCCN(C)C,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000210,CCCCCCCCCCCCCCNC(=O)C(Nc1nnc(CCC(=O)OCc2ccccc2)o1)c1c(C(N)=O)cn2c1CCCC2,A430,Nc1nnc(CCC(=O)OCc2ccccc2)o1,B99,NC(=O)c1cn2c(c1C=O)CCCC2,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000211,CCCCCCCCC=CCCCCCCCCNC(=O)C(NCCCN(CCCC)CCCC)c1cccc(C(=O)NC)n1,A4,CCCCN(CCCC)CCCN,B111,CNC(=O)c1cccc(C=O)n1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000212,CCCCCCCCCCCCCCNC(=O)C(NCC(OC)OC)c1c(OC(=O)C(C)CCCC)cc(OC(=O)C(C)CCCC)cc1OC(=O)C(C)CCCC,A80,COC(CN)OC,B3,CCCCC(C)C(=O)Oc1cc(OC(=O)C(C)CCCC)c(C=O)c(OC(=O)C(C)CCCC)c1,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000213,CCCCCCCCCCNC(=O)C(C#Cc1ccc(Cl)cc1)NCc1ccc2oc(C(C)C)nc2c1,A364,CC(C)c1nc2cc(CN)ccc2o1,B94,O=CC#Cc1ccc(Cl)cc1,C6,[C-]#[N+]CCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000214,[C-]#[N+]CCN(CC[N+]#[C-])CCNC(=O)C(C#Cc1ccc(C(F)(F)F)cc1)NCC(C)c1ccc(C(C)CC)cc1,A503,CCC(C)c1ccc(C(C)CN)cc1,B125,O=CC#Cc1ccc(C(F)(F)F)cc1,C11,[C-]#[N+]CCN(CC[N+]#[C-])CC[N+]#[C-],ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000215,CCCCCCCCC=CCCCCCCCCNC(=O)C(Nc1c(Br)ccc(OC)c1C(=O)OC)c1cc(OC(=O)CCC(C)CCCC)cc(OC(=O)CCC(C)CCCC)c1,A676,COC(=O)c1c(OC)ccc(Br)c1N,B6,CCCCC(C)CCC(=O)Oc1cc(C=O)cc(OC(=O)CCC(C)CCCC)c1,C4,[C-]#[N+]CCCCCCCCC=CCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
LNPhub_1V00000216,CCCCCCCCCCCCCCNC(=O)C(Nc1ccc(N2CCC(NC(=O)OC(C)(C)C)C2)nc1)c1cncn1CCC,A641,CC(C)(C)OC(=O)NC1CCN(c2ccc(N)cn2)C1,B175,CCCn1cncc1C=O,C7,[C-]#[N+]CCCCCCCCCCCCCC,ARCH_HEAD_TAILA_TAILB,3CR
